internalID,ID,raMedian,decMedian,X,Y,spCl,spSubCl,Var_Type,Var_subType,Amplitude,AndersonDarling,Autocor_length,Beyond1Std,CAR_mean,CAR_sigma,CAR_tau,Con,Eta_e,FluxPercentileRatioMid20,FluxPercentileRatioMid35,FluxPercentileRatioMid50,FluxPercentileRatioMid65,FluxPercentileRatioMid80,Freq1_harmonics_amplitude_0,Freq1_harmonics_amplitude_1,Freq1_harmonics_amplitude_2,Freq1_harmonics_amplitude_3,Freq1_harmonics_rel_phase_0,Freq1_harmonics_rel_phase_1,Freq1_harmonics_rel_phase_2,Freq1_harmonics_rel_phase_3,Freq2_harmonics_amplitude_0,Freq2_harmonics_amplitude_1,Freq2_harmonics_amplitude_2,Freq2_harmonics_amplitude_3,Freq2_harmonics_rel_phase_0,Freq2_harmonics_rel_phase_1,Freq2_harmonics_rel_phase_2,Freq2_harmonics_rel_phase_3,Freq3_harmonics_amplitude_0,Freq3_harmonics_amplitude_1,Freq3_harmonics_amplitude_2,Freq3_harmonics_amplitude_3,Freq3_harmonics_rel_phase_0,Freq3_harmonics_rel_phase_1,Freq3_harmonics_rel_phase_2,Freq3_harmonics_rel_phase_3,Gskew,LinearTrend,MaxSlope,Mean,Meanvariance,MedianAbsDev,MedianBRP,PairSlopeTrend,PercentAmplitude,PercentDifferenceFluxPercentile,PeriodGLS,PeriodLS,PeriodWMCC,Period_fit,Psi_CS,Psi_eta,Q31,Rcs,Skew,SlottedA_length,SmallKurtosis,Std,StetsonK,StetsonK_AC,g-i,g-r,r-i,SDSS,SDSSo,RAJ2000,DEJ2000,THINGID,Plate,MJD,Fiber,z.v,z.b,e_z.b,f_z.b,z.PCA,e_z.PCA,qCont,zCIV,zCIII,zMgII,Morph,Btarg1,Atarg1,Atarg2,eBtarg0,NspBOSS,f7,Plate7,MJD7,Fiber7,US,alphanu,SNRSpec,SNR1700,SNR3000,SNR5150,FW(CIV),HW(CIV)b,HW(CIV)r,A(CIV),W(CIV),e_W(CIV),FW(CIII),HW(CIII)b,HW(CIII)r,A(CIII),W(CIII),e_W(CIII),FW(MgII),HW(MgII)b,HW(MgII)r,A(MgII),W(MgII),e_W(MgII),BAL-VI,BI(CIVt),e_BI(CIVt),AI(CIVt),e_AI(CIVt),Chi2CIVt,N2t,Vmin2t,Vmax2t,N.45t,Vmin.45t,Vmax.45t,W(SiIVt),W(CIVt),W(AlIIIt),RUN,Ph-MJD,Rerun,Colcam,Field,objID,Fu,Fg,Fr,Fi,Fz,IVFu,IVFg,IVFr,IVFi,IVFz,umag,gmag,rmag,imag_2,zmag,e_umag,e_gmag,e_rmag,e_imag,e_zmag,Fut,Fgt,Frt,Fit,Fzt,iMAG_2a,D(g-i),Extu,Extg,Extr,Exti,Extz,ExtuR,ExtgR,ExtrR,ExtiR,ExtzR,logNHI,Varmatch,Varchi2,VarA,Vargamma,logXct,SNR(X),sepX,NDetX,F0.2-12,e_F0.2-12,F0.2-2,e_F0.2-2,F4.5-12,e_F4.5-12,F0.2-12W,e_F0.2-12W,L0.2-12,L0.5-2,L4.5-12,L0.2-2W,f_F4.5-12,sepXM,GALEX,FFUV,IVFUV,FNUV,IVNUV,Jmag,e_Jmag,SNR(J),f_Jmag,Hmag,e_Hmag,SNR(H),f_Hmag,Kmag,e_Kmag,SNR(K),f_Kmag,Sep2,W1mag,e_W1mag,W1SNR,W1chi2,W2mag,e_W2mag,W2SNR,W2chi2,W3mag,e_W3mag,W3SNR,W3chi2,W4mag,e_W4mag,W4SNR,W4chi2,CCflags,PHflag,sepW,UKIDSS,FY,e_FY,FJ,e_FJ,FH,e_FH,FK,e_FK,FIRST,F1p,SNR(1),sep1,DR12,DR7,Separation
Blind15A_07_S10_0556_1574,HiTS091722-000054,139.343404181,-0.015272295495,556.047958694,1574.79701277,QSO,BROADLINE,QSO,,0.150757125388,0.943879068356,1.0,0.222222222222,17.6278801853,-0.0500019518205,1.22382272409,0.0,44.8267072261,0.2303303309,0.271033816874,0.356481654275,0.69773152143,0.943596094423,0.0825739387361,0.020230487421,0.0240238591742,0.0356586969367,0.0,0.885076790244,1.4479796158,1.58811426151,0.0549529647969,0.0408521630439,0.0227036325889,0.0174397010467,0.0,2.99867949274,1.70622362906,0.315918923653,0.0325496170025,0.0149172912418,0.00388664591588,0.010062488893,0.0,-0.798310181715,-0.963733753139,-1.1736793312,0.108196046892,0.00600788633945,1.55360067215,21.5734003483,0.00378004055658,0.0530912920791,0.407407407407,0.133333333333,0.00977801872931,0.0126894694146,5.47945593849,5.3647665,0.00414782841221,0.949759314785,0.324151833576,1.67716663203,0.0882358857898,0.324151833576,0.743622847448,0.742562699968,0.354669832171,0.0815483282599,0.839407895708,0.752542631676,-0.100442708819,-0.510751794056,0.410309085237,091722.38-000055.3,091722.38-000055.3,139.343262,-0.015386,94138646,3821,55535,158,2.272,2.277743,2.77E-4,0,2.27547,7.05E-4,0.1427,2.2751,2.2716,2.2759,0,2199023386624,0,0,0,0,0,,,,0,-1.9713,1.76,3.61,0.89,-1.0,3155.9,1531.8,1624.2,10.75,97.0,6.5,5372.5,1853.4,3519.1,1.54,62.3,5.96,2557.7,1196.0,1361.6,0.97,23.7,5.08,0,,,,,,0,,,0,,,,,,756,51259,301,3,157,1237648721212932733,1.05195,1.6828,1.24999,1.64461,1.17288,12.056639,51.879688,38.173157,17.252724,0.976201,22.426,21.932,22.248,21.947,22.038,0.287,0.089,0.138,0.155,0.582,1.05195,1.6828,1.24999,1.64461,1.17288,-23.82,-0.104,0.146,0.107168,0.077727,0.058938,0.041788,0.187406,0.146025,0.10102,0.075068,0.055837,21.926,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,1,0.2322,230.9079,0.2171,279.9898,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,1,9.83757E-32,2.50568E-32,8.94562E-32,3.41144E-32,1.16498E-31,4.61725E-32,8.13224E-32,5.64781E-32,0,,,,DR12,DR7,0.6553992531541852
Blind15A_07_S19_1772_1161,HiTS092058+000333,140.245806961,0.0591746942612,1772.33008782,1161.32831625,QSO,BROADLINE,QSO,,0.0860464820555,0.16498547981,1.0,0.36,32.4777380785,0.0521593140102,0.652944611925,0.0,113.528653404,0.144181077485,0.267850219456,0.470562309106,0.550568542322,0.882651242018,0.0615244649758,0.0231011068314,0.0212361717454,0.0490337744714,0.0,0.754446772767,0.74014699846,0.256935110384,0.044717170393,0.028344431077,0.0366351474742,0.039361108485,0.0,0.116425032452,-1.88912298526,-0.745795801519,0.0680877444188,0.0389843148382,0.0424845108579,0.0140729119847,0.0,-0.300172404822,-0.666474757322,0.00922952995248,-0.0136601775295,0.00158097201124,1.15852711055,21.2061640859,0.00229474804107,0.0364950066568,0.28,0.0666666666667,0.00492034565859,0.00723653072358,3.32046017329,3.33807693333,0.00413838769461,0.895471260703,0.302606835617,0.824129838099,0.0705874320954,0.276179996526,-0.0972120904986,0.270438000007,-0.274230084822,0.0486628034948,0.827840556211,0.791209500319,0.168417086633,-0.164305929818,0.332723016451,092058.98+000332.7,092058.98+000332.7,140.245791,0.059096,99018950,3821,55535,17,2.246,2.256503,4.63E-4,0,2.259401,0.001762,0.2056,2.2533,2.2416,2.2593,0,3298535030784,0,0,0,1,0,,,,2,-1.3177,1.04,1.62,0.75,-1.0,5868.4,3227.7,2640.6,6.59,91.9,6.66,4782.5,2523.4,2259.1,1.26,54.9,7.68,2443.5,1219.7,1223.8,1.14,51.5,7.58,0,,,,,,0,,,0,,,,,,1239,51607,301,4,133,1237650796217434504,1.41992,3.39245,3.20936,4.52217,6.65691,22.047518,96.162514,34.813766,19.478966,1.17001,22.109,21.173,21.232,20.86,20.429,0.16,0.033,0.057,0.054,0.147,1.41992,3.39245,3.20936,4.52217,6.65691,-24.88,0.211,0.147,0.108507,0.078698,0.059675,0.04231,0.226155,0.176218,0.121907,0.09059,0.067382,21.926,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,1,0.0963,267.409,0.126,30.9251,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,1,1.29927E-31,2.50229E-32,1.25405E-31,3.46762E-32,1.7313E-31,4.54551E-32,2.87049E-31,5.8857E-32,0,,,,DR12,DR7,0.2890676708677276
Blind15A_08_N13_1264_2017,HiTS092551-023342,141.463762271,-2.56167376988,1264.10165981,2017.07498425,QSO,BROADLINE,QSO,,0.0921362862,0.688287784529,3.0,0.259259259259,0.00432035727332,7.23158309075E-4,4946.50015053,0.0,101.197127471,0.161561437648,0.348662700804,0.543715837221,0.696846474697,0.940293113422,0.0564680774403,0.0211643568055,0.0123759415479,0.0765701150111,0.0,-2.48076704955,-1.70404672302,-1.66592682886,0.0425994030961,0.0158414192041,0.00500026940581,0.00638021500359,0.0,-0.770424380124,0.096160278578,0.151128252663,0.018119954572,0.00682793842176,0.00992500106414,0.00934669299555,0.0,0.853145662039,1.94178978507,0.433649001895,0.02845717182,0.00177668032324,2.1158710952,21.3706479028,0.00248277971457,0.0380771278582,0.259259259259,0.0,0.00513869343994,0.00782845927794,12.9765142908,7.90598617895,0.0051046453862,0.831365136702,0.383720135225,0.878262972679,0.0765446803089,0.336452774575,0.396913934075,0.0675723000022,-0.532357561677,0.0530586111003,0.748526823845,0.821221552413,-0.0543719514004,-0.0696632213801,0.0152912699796,092551.29-023342.4,092551.29-023342.4,141.46371,-2.561804,58024550,3781,55243,211,2.987455,2.987455,2.02E-4,0,2.983993,0.001549,0.15,2.9869,2.9908,-1.0,0,2199023910912,0,0,0,0,0,,,,2,-1.313,1.24,0.9,-1.0,-1.0,2189.7,1038.3,1151.4,5.35,37.5,2.33,4383.1,1462.1,2921.0,1.45,23.5,8.42,,,,-1.0,,,0,,,,,,0,,,0,,,,,,1241,51607,301,2,21,1237650803726287488,1.17906,2.93995,2.98006,3.23855,3.30954,16.745911,69.866264,41.440125,23.08605,1.445195,22.306,21.328,21.313,21.221,21.15,0.219,0.044,0.056,0.069,0.249,0.925111,2.58318,2.76794,2.91277,3.16895,-25.16,-0.124,0.158,0.116532,0.084519,0.064088,0.045439,0.234412,0.182652,0.126358,0.093898,0.069843,21.956,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,1,1.54031E-31,2.27511E-32,2.15372E-31,3.17768E-32,2.62999E-31,3.07928E-32,2.12518E-31,4.59051E-32,0,,,,DR12,DR7,0.5051132701467209
Blind15A_08_S6_0292_2223,HiTS092517-020942,141.324347689,-2.16169617185,292.203270011,2223.33293474,QSO,BROADLINE,QSO,,0.0647993009276,0.928789031105,2.0,0.423076923077,9.51682639637,0.0205755466461,2.17307016049,0.0,102.884467807,0.136399122944,0.232239725097,0.329789585568,0.410465618845,0.847541786552,0.04029210913,0.0280050194555,0.00653783010795,0.0178633488592,0.0,1.84911802905,0.739724454249,-0.188884380086,0.038161149962,0.00941300905195,0.0291132854063,0.0171867259361,0.0,-2.13565513217,0.0506758607952,-0.814141052521,0.0238155833779,0.0119044462344,0.00902774306888,0.00375706573833,0.0,-0.177427503997,-0.654772829463,-1.99678213713,-0.0182057870957,0.00168157372995,1.10208614601,20.6807314645,0.00170555288422,0.0208468897498,0.307692307692,-0.1,0.0038326059305,0.00618731704049,14.9290009986,15.02137374,0.00350569675723,0.933401563967,0.369300771185,1.04359634142,0.0408929130844,0.369300771185,-0.54192570323,0.202716900007,0.248568183344,0.035272081197,0.794290301376,0.696488855571,-0.0581421895809,-0.0150329394344,-0.0431092501465,092517.79-020942.1,092517.79-020942.1,141.32413,-2.161716,61074352,3781,55243,268,2.358539,2.358539,5.24E-4,0,2.353276,0.001507,0.1731,2.3607,2.3485,2.3576,0,2199023386624,0,0,0,0,0,,,,2,0.5184,1.3,1.57,0.92,-1.0,4721.2,1676.2,3045.0,3.43,35.7,0.895,8038.0,3962.2,4075.8,1.14,33.7,5.75,10916.0,5041.6,5874.5,0.3,41.1,5.93,0,,,,,,0,,,0,,,,,,1241,51607,301,3,20,1237650804263092597,2.73342,4.0284,4.86728,4.66595,5.87998,16.733616,60.237633,39.997585,22.456675,1.442734,21.405,20.987,20.781,20.826,20.56,0.097,0.035,0.035,0.049,0.149,-1.0,-1.0,-1.0,-1.0,-1.0,-25.03,0.097,0.151,0.111444,0.080829,0.06129,0.043455,0.26394,0.205661,0.142275,0.105726,0.07864,21.956,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,1,0.7691,3.9913,1.3686,7.4775,,,,,,,,,,,,,,17.788,0.232,4.7,0.95,16.13,0.183,5.9,0.8,12.203,0.425,2.6,1.05,8.41,,1.7,0.0,0000,BBCU,0.31,0,0.0,,,,,,,,0,,,,DR12,DR7,0.7863691557696529
Blind15A_13_N4_1341_3077,HiTS093217-022404,143.073769412,-2.40136519463,1341.70638532,3077.33471153,QSO,BROADLINE,QSO,,0.0443096284927,0.988333005995,1.0,0.259259259259,10.1956167703,-0.0114983974475,1.99681432439,0.0,69.2772013026,0.179891526311,0.280095601674,0.547958361229,0.696928416927,0.945836540486,0.0333467389391,0.010235825018,0.0126653360447,0.008129385289,0.0,-1.16998629054,-0.780239189624,-2.58363702291,0.0195609068396,0.0126393003346,0.0071807472391,0.00606533867565,0.0,-0.778981075012,-0.410277285945,0.315617483387,0.0205671471425,0.00178956049822,0.0040555810653,0.0024895279265,0.0,0.631010905329,-1.40130755994,-0.917866603757,0.0295765287607,7.22531116371E-4,0.783628787309,20.3587536129,0.00125157887105,0.0148799126655,0.259259259259,0.0666666666667,0.00315797057215,0.00405239183545,6.49224658554,0.0704457469981,0.00473956099325,0.492140455929,0.322292281439,1.16961546273,0.0323335102155,0.327043698015,0.73488731178,0.135177400007,0.0961970967569,0.0254805858629,0.844800747921,0.757264710864,0.113037981064,0.0947618757815,0.0182761052825,093217.69-022405.0,093217.69-022405.0,143.073735,-2.401402,59089907,3767,55214,380,1.007,1.008304,4.89E-4,0,1.00959,4.53E-4,0.04285,-1.0,1.0066,1.0078,0,2199023386624,0,0,0,0,0,,,,0,0.4104,1.51,-1.0,1.58,0.91,,,,-1.0,,,4914.4,2049.0,2865.4,4.49,42.2,0.621,3621.3,2119.8,1501.5,4.96,36.7,0.607,0,,,,,,0,,,0,,,,,,2188,51987,301,2,140,1237654871068115135,5.71741,7.09663,9.82615,9.05998,11.8499,6.961157,33.493076,15.990005,7.195348,0.734957,20.606,20.372,20.019,20.107,19.812,0.072,0.026,0.028,0.045,0.106,-1.0,-1.0,-1.0,-1.0,-1.0,-23.77,0.038,0.191,0.140864,0.102167,0.07747,0.054927,0.376032,0.293002,0.202697,0.150626,0.112038,21.95,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,1,2.1911,4.5192,4.7336,4.3783,,,,,,,,,,,,,,15.902,0.055,19.8,0.9,15.017,0.082,13.2,1.05,12.011,0.339,3.2,0.86,8.856,,-0.6,0.0,0000,AABU,0.15,0,0.0,,,,,,,,0,,,,DR12,DR7,0.18131788956694045
Blind15A_13_N6_1583_2188,HiTS093431-022508,143.630984642,-2.41896156865,1583.32464843,2188.5689984,QSO,BROADLINE,QSO,,0.0986634087265,0.988164488301,1.0,0.458333333333,173.425831619,-0.251319246865,0.11837444275,0.0,135.884855114,0.355832222297,0.558629542205,0.636147720454,0.77063154563,0.926517824283,0.0665688351686,0.0209012935416,0.0164746600924,0.0237943089738,0.0,-0.0831753051281,1.47015188789,-0.898171042566,0.0447425493423,0.00310789417628,0.00342647652027,0.0113619004372,0.0,-0.481728111245,0.915451472454,-0.1522648041,0.0314954413047,0.0047806563429,0.017528146069,0.0100621338128,0.0,1.36147461957,0.990788675962,-0.187531754857,0.0591351367093,0.00156369839996,1.84650715112,20.5291861764,0.00329537625129,0.0589445573367,0.166666666667,-0.0333333333333,0.00649301261854,0.00960118830202,1.03614714289,0.0325228091381,0.00570255472468,0.976015957656,0.240162656697,1.11815046406,0.125558668839,0.329981779299,0.246494038126,0.20276610001,-1.274255408,0.067651392584,0.85087858229,0.780619334591,,,,093431.42-022508.7,093431.42-022508.7,143.630947,-2.419094,58907882,3767,55214,300,1.954,1.949378,5.12E-4,0,1.948061,,0.1017,1.9446,1.9421,1.9446,0,2199023910912,0,0,0,0,0,,,,0,-1.3146,3.85,5.63,2.53,-1.0,5000.7,2545.7,2455.0,9.87,98.4,4.97,4461.3,1798.5,2662.9,2.17,22.0,2.01,5093.8,2691.4,2402.3,1.79,41.8,2.19,0,,,,,,0,,,0,,,,,,2188,51987,301,2,144,1237654871068377421,2.97078,4.58074,4.72368,5.96419,7.81942,8.145021,34.39637,16.195152,7.115075,0.359717,21.315,20.847,20.814,20.56,20.258,0.127,0.04,0.057,0.068,0.227,2.97078,4.58074,4.72368,5.96419,7.81942,-24.88,0.065,0.178,0.130731,0.094817,0.071897,0.050976,0.306893,0.239129,0.165428,0.122931,0.091438,21.921,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,1,-0.3287,32.7032,0.3436,12.666,,,,,,,,,,,,,,16.443,0.074,14.7,1.0,16.071,0.182,6.0,0.92,11.903,,1.2,0.81,8.643,,0.6,0.0,0000,ABUU,1.28,0,0.0,,,,,,,,0,,,,DR12,DR7,0.4956045411470717
Blind15A_14_N3_1953_3186,HiTS092627-002643,141.615601654,-0.44548900037,1953.92177682,3186.94214819,QSO,BROADLINE,QSO,,0.0936687763128,0.222847404828,1.0,0.333333333333,568.246877989,0.206303068722,0.0374348520033,0.0,175.188502184,0.220396451529,0.25975664406,0.420355049024,0.567408006316,0.709202888507,0.0502827197744,0.00794307770691,0.0121833516069,0.02041788388,0.0,-0.573757503937,0.907956201828,-0.333116144616,0.0407892756639,0.00678646698027,0.0150606116638,0.0135198860042,0.0,1.37006983136,-1.62706501781,1.36913827971,0.0349739363091,0.00676032459615,0.0134108443595,0.00601429978663,0.0,-1.36353647868,0.41105987862,-0.0322110720758,0.0304217167937,2.12444752798E-4,1.78133783743,21.2722377788,0.00251681704064,0.0389501301314,0.259259259259,-0.0666666666667,0.00564155228134,0.0094881826922,1.13626140885,0.177951002133,0.00553403440447,0.999999999485,0.210098587941,2.07435367539,0.0733777511383,0.207567730939,0.174108588853,0.0676194999978,-0.340226184338,0.0535383305343,0.836615486463,0.689277271146,0.184143140475,0.0598780613504,0.124265079125,092627.74-002643.9,092627.74-002643.9,141.615595,-0.445543,84647641,3781,55243,821,2.801479,2.801479,4.51E-4,0,2.824285,0.001557,0.08461,2.796,2.7936,-1.0,0,2199023915008,0,0,0,1,0,,,,2,-1.2972,1.63,1.75,-1.0,-1.0,4816.0,1243.2,3572.7,2.56,8.98,0.954,3149.4,1699.1,1450.3,1.59,8.46,2.12,,,,-1.0,,,0,,,,,,0,,,0,,,,,,756,51259,301,2,172,1237648720677044661,1.84755,3.59129,3.94634,4.15006,4.75155,6.20585,47.80172,28.619566,15.600815,0.943837,21.827,21.111,21.008,20.953,20.782,0.233,0.044,0.051,0.066,0.225,1.84755,3.59129,3.94634,4.15006,4.75155,-25.29,-0.013,0.164,0.120853,0.087653,0.066464,0.047124,0.228603,0.178126,0.123226,0.09157,0.068112,21.939,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,1,0.127,454.5454,0.0341,89.4423,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,1,1.47653E-31,2.35501E-32,1.97339E-31,2.77763E-32,1.97798E-31,4.1279E-32,2.28809E-31,4.94525E-32,0,,,,DR12,DR7,0.19586888650963385
Blind15A_16_N6_1395_2945,HiTS094358+013541,145.995022914,1.59496077523,1395.50253911,2945.40589739,QSO,BROADLINE,QSO,,0.118592650978,0.745601432332,1.0,0.28,336.415490375,-0.136031211148,0.0628247471633,0.0,47.7671812401,0.193183017206,0.236786262219,0.419265557689,0.508923603707,0.970877148103,0.063644018399,0.050439897249,0.0287372191722,0.0288741563422,0.0,0.870298479622,-0.815458404339,-0.0250678395852,0.0567445247543,0.0234131201006,0.0221867943491,0.00711709303461,0.0,0.95617438142,0.27403013828,0.0125435245694,0.0259792207458,0.0031674192869,0.00187706201114,0.0172717795594,0.0,2.14660791238,1.73244078239,-0.407349676311,0.0827641535964,0.00127269974212,3.51348430782,21.1352181247,0.00287552575906,0.0368993736681,0.36,-0.0666666666667,0.00765818462715,0.00987815644447,0.125253820155,0.125631304384,0.00396793898519,0.999213906514,0.388351685214,0.807343455286,0.0774319056099,0.130718655152,0.693280304846,0.0676076000018,0.796859356225,0.0607748641407,0.807797419755,0.766478530279,,-0.123363695975,,094358.80+013542.1,094358.80+013542.1,145.995011,1.595054,126779410,4736,55631,100,2.282,2.287998,7.15E-4,0,2.283737,8.62E-4,0.07699,2.2835,2.2844,2.2865,0,2199023910912,0,0,0,0,0,,,,0,-0.9686,1.19,1.65,0.58,-1.0,3741.4,1977.6,1763.8,7.09,49.2,2.25,9364.9,2197.9,7167.0,1.46,31.6,2.58,3578.4,1808.5,1769.9,1.42,16.3,2.41,0,,,,,,0,,,0,,,,,,1462,51669,301,3,138,1237651753458598139,2.07769,3.19262,2.95868,3.66233,4.417,11.40527,49.80637,34.993149,14.765362,0.733383,21.701,21.239,21.32,21.088,20.858,0.153,0.048,0.062,0.077,0.272,2.07769,3.19262,2.95868,3.66233,4.417,-24.83,-0.053,0.507,0.372984,0.270519,0.205126,0.145437,0.113894,0.088746,0.061394,0.045622,0.033934,21.936,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,1,-0.0378,212.1344,-0.054,36.412,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,1,1.26387E-31,2.47638E-32,1.75824E-31,2.93187E-32,3.19432E-31,6.95197E-32,,,0,,,,DR12,DR7,0.3383366334082625
Blind15A_16_N7_1005_3007,HiTS094514+013723,146.309542044,1.62316274099,1005.66747967,3007.37339893,QSO,BROADLINE,QSO,,0.087410698327,0.883625321445,2.0,0.24,8.58612359947,0.0200368204522,2.40747807575,0.0,12.3461096404,0.129468569579,0.175803111492,0.412696749909,0.736612518287,0.864445008654,0.0617503632322,0.0298148421691,0.0288718224124,0.00530469596753,0.0,2.19057738541,2.1727022792,2.45493586979,0.0449469044957,0.0166395262235,0.004285204134,0.0081427503363,0.0,-0.452291556194,-0.0164055351161,-1.20422488703,0.0301763971844,0.00840064976408,0.00972052739387,0.00982037833903,0.0,0.394779953107,1.55712432283,0.932330173059,0.0117854952873,0.0129956226499,0.902586044497,20.6709043214,0.00239895626531,0.035524162541,0.4,0.0,0.00478811041128,0.00771958357312,1.16504371938,0.0708803236749,0.00442379998452,0.6375467876,0.214534994761,1.36471964708,0.0552285782784,0.370117598082,0.468930816104,0.135215200004,-0.110880553086,0.0495885954314,0.838625216286,0.758861141681,,0.663463297167,,094514.26+013723.5,094514.26+013723.5,146.309453,1.623204,126842099,4736,55631,59,3.464888,3.464888,3.83E-4,0,3.482081,0.00241,0.04808,3.4671,3.4612,-1.0,0,2199023255552,0,0,0,0,0,,,,0,-0.233,4.7,4.2,-1.0,-1.0,5653.7,2469.7,3184.0,6.01,30.9,0.965,7152.8,4045.2,3107.6,2.63,32.5,8.11,,,,-1.0,,,0,,,,,,0,,,0,,,,,,1462,51669,301,3,140,1237651753458729176,1.50659,5.84897,13.3618,16.609,20.0637,12.057944,34.868233,17.301949,5.743018,0.599927,22.046,20.582,19.685,19.449,19.242,0.204,0.031,0.02,0.027,0.07,1.50659,5.84897,13.3618,16.609,20.0637,-27.53,0.028,0.834,0.613754,0.445145,0.33754,0.23932,0.126045,0.098213,0.067944,0.050489,0.037555,21.956,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,1,-0.0264,66.6882,-0.0064,583.1377,,,,,,,,,,,,,,16.083,0.061,17.8,1.04,15.446,0.11,9.8,0.98,11.693,,1.9,0.91,8.833,0.479,2.3,0.0,0000,ABUC,1.62,1,5.31088E-31,2.52683E-32,6.95386E-31,2.81138E-32,7.77152E-31,6.14546E-32,8.96941E-31,6.30016E-32,0,,,,DR12,DR7,0.3531814306454589
Blind15A_16_S18_1771_3151,HiTS094325+020341,145.855273012,2.06145783697,1771.17005933,3151.7917,QSO,BROADLINE,QSO,,0.0625065983507,0.954946329752,1.0,0.28,382.698467697,0.135586639044,0.0538704273943,0.0,32.480557901,0.323799299147,0.412464627483,0.462553315462,0.697575631843,0.949961817235,0.0462806917646,0.0160576480335,0.01567280753,0.0157380715602,0.0,-0.639984930079,1.9887790072,2.19167368204,0.0214811659511,0.00315555571496,0.0123965485067,0.00416179735671,0.0,-1.46604483227,0.527435035368,-0.938834447406,0.0211161988748,0.0113415961955,0.00533984992432,0.00785389207397,0.0,1.65339597558,1.78067597417,1.94285953753,0.034491385206,-0.00186791368551,1.94275868002,20.616130018,0.00195215290417,0.0310250597283,0.08,0.0666666666667,0.00394862300506,0.00604549983081,0.553697368992,0.5571981,0.00552699961577,0.955551113356,0.283839326083,0.963889459031,0.0582933740229,0.234730303669,0.372429094797,0.0676076000018,-0.84257549265,0.0402458380874,0.90592363415,0.693660041742,,-0.0606513958521,,094325.27+020341.1,094325.27+020341.1,145.855324,2.061431,130248267,4736,55631,154,2.258,2.263931,3.6E-4,0,2.257963,3.85E-4,0.07637,2.2578,2.2603,2.2579,0,3298535424000,0,0,0,0,0,,,,1,-0.1422,0.78,0.65,0.9,-1.0,5402.0,2737.9,2664.2,8.75,54.2,2.21,6353.4,2179.6,4173.8,3.03,44.3,2.61,4766.4,3570.9,1195.5,2.91,60.8,2.78,0,,,,,,0,,,0,,,,,,1462,51669,301,4,137,1237651753995403647,4.06803,6.9391,7.5389,7.61955,13.4128,9.641434,33.134102,21.589071,12.663823,0.626939,20.975,20.397,20.306,20.295,19.678,0.086,0.027,0.031,0.04,0.102,4.06803,6.9391,7.5389,7.61955,13.4128,-25.54,-0.07,0.358,0.263528,0.191132,0.14493,0.102757,0.114101,0.088906,0.061505,0.045705,0.033996,21.936,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,1,,,,,,,,,,,,,,,,,,17.629,0.214,5.1,0.95,16.207,0.228,4.8,0.82,11.627,,1.6,0.92,8.7,,0.5,0.0,0000,BBUU,0.51,1,3.38134E-31,2.9719E-32,2.94086E-31,5.425E-32,3.09532E-31,5.02389E-32,4.2313E-31,4.60038E-32,0,,,,DR12,DR7,0.20732484624965897
